Nazov,Pocet slov po spracovani,,min,max,<40000,<10000,<22500
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09653.txt,30269,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09654.txt,3287,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09655.txt,486,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09656.txt,27358,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09657.txt,61991,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09658.txt,3418,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09659.txt,57570,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09660.txt,4221,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09661.txt,2857,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09662.txt,6402,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09663.txt,33156,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09664.txt,70646,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09665.txt,5377,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09666.txt,46843,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09667.txt,20361,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09668.txt,2124,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09669.txt,76461,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09670.txt,570,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09671.txt,38766,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09672.txt,1338,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09673.txt,3098,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09674.txt,243,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09675.txt,36189,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09676.txt,2064,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09677.txt,42752,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09678.txt,19625,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09679.txt,47839,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09680.txt,326,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09681.txt,20871,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09682.txt,29494,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09683.txt,1441,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09684.txt,26040,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09685.txt,1007,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09686.txt,567,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09687.txt,22630,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09688.txt,2447,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09689.txt,35036,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09690.txt,4251,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09691.txt,646,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09692.txt,670,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09693.txt,103098,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09694.txt,40830,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09695.txt,17513,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09696.txt,22632,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09697.txt,28023,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09698.txt,3161,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09699.txt,1374,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09700.txt,28505,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09701.txt,50278,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09702.txt,2687,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09703.txt,642,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09704.txt,84116,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09705.txt,644,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09706.txt,1621,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09707.txt,863,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09708.txt,273,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09709.txt,5910,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09710.txt,28524,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09711.txt,985,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09712.txt,632,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09713.txt,1108,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09714.txt,48578,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09715.txt,1873,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09716.txt,28182,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09717.txt,341,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09718.txt,13919,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09719.txt,647,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09720.txt,31287,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09721.txt,14667,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09722.txt,28753,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09723.txt,636,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09724.txt,1447,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09725.txt,24342,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09726.txt,44243,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09727.txt,93739,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09728.txt,17909,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09729.txt,18051,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09730.txt,2379,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09731.txt,46156,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09732.txt,18658,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09733.txt,2042,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09734.txt,3000,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09735.txt,28580,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09736.txt,60668,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09737.txt,39042,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09738.txt,1035,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09739.txt,21056,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09740.txt,58014,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09741.txt,37516,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09742.txt,33297,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09743.txt,1928,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09744.txt,1664,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09745.txt,43435,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09746.txt,24454,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09747.txt,41956,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09748.txt,35692,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09749.txt,9226,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09750.txt,8583,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09751.txt,13348,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09752.txt,1925,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09753.txt,25342,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09754.txt,315,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09755.txt,946,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09756.txt,31988,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09757.txt,1014,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09758.txt,32835,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09759.txt,15636,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09760.txt,278,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09761.txt,25124,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09762.txt,23620,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09763.txt,4089,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09764.txt,38300,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09765.txt,51895,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09766.txt,59364,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09767.txt,2036,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09768.txt,23193,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09769.txt,2272,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09770.txt,63270,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09771.txt,997,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09772.txt,3145,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09773.txt,1277,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09774.txt,53333,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09775.txt,10968,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09776.txt,595,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09777.txt,10450,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09778.txt,30023,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09779.txt,20475,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09780.txt,21208,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09781.txt,31901,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09782.txt,652,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09783.txt,2216,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09784.txt,20942,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09785.txt,1675,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09786.txt,25129,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09787.txt,28576,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09788.txt,22031,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09789.txt,16007,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09790.txt,32670,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09791.txt,2518,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09792.txt,2680,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09793.txt,38381,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09794.txt,19101,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09795.txt,605,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09796.txt,1325,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09797.txt,8581,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09798.txt,915,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09799.txt,2923,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09800.txt,7360,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09801.txt,23229,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09802.txt,34563,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09803.txt,25430,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09804.txt,948,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09805.txt,19659,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09806.txt,101910,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09807.txt,1918,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09808.txt,2962,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09809.txt,34600,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09810.txt,13072,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09811.txt,43470,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09812.txt,39605,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09813.txt,2357,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09814.txt,3417,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09815.txt,39381,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09816.txt,21246,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09817.txt,7248,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09818.txt,22341,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09819.txt,44686,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09820.txt,989,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09821.txt,5168,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09822.txt,1517,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09823.txt,9956,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09824.txt,10382,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09825.txt,641,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09826.txt,10591,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09827.txt,40004,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09828.txt,26770,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09829.txt,5012,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09830.txt,16330,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09831.txt,10852,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09832.txt,25816,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09833.txt,2732,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09834.txt,2394,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part20\suspicious-document09835.txt,25235,,,,,,
